user_id,cohort_id,educational_status,session_count,approved_projects
1894,60,ACTIVE,3,
1896,61,ACTIVE,,
1897,61,ACTIVE,,
1898,61,ACTIVE,,
1899,61,ACTIVE,,
1900,61,ACTIVE,,
1901,61,ACTIVE,,
1902,61,ACTIVE,,
1903,61,ACTIVE,,
1904,61,ACTIVE,,
1918,60,ACTIVE,,
1919,60,ACTIVE,,
1920,61,ACTIVE,,
1921,61,ACTIVE,,
1967,61,ACTIVE,,
1968,60,ACTIVE,,
2033,60,ACTIVE,,
2071,61,ACTIVE,,
2071,178,ACTIVE,,
2155,66,ACTIVE,,
2161,60,ACTIVE,,
2162,61,ACTIVE,,
2163,66,ACTIVE,,
2164,61,ACTIVE,,
1895,101,GRADUATED,,
1796,151,ACTIVE,,
1912,150,ACTIVE,41,6
2164,151,ACTIVE,,
2166,170,ACTIVE,,
2166,66,ACTIVE,,
2167,60,ACTIVE,,
2168,60,ACTIVE,,
2169,60,ACTIVE,,3
2170,60,ACTIVE,,
4717,217,GRADUATED,12,
5426,519,ACTIVE,6,
2168,185,GRADUATED,,
2171,170,ACTIVE,,
2171,66,ACTIVE,,
1829,164,DROPPED,,
2116,151,DROPPED,,
1601,101,GRADUATED,,
1913,164,DROPPED,,
1825,151,GRADUATED,,
1855,61,ACTIVE,,
1555,151,ACTIVE,,
1825,61,GRADUATED,,
1163,151,DROPPED,,
1855,151,GRADUATED,,
1705,151,POSTPONED,,
1835,151,POSTPONED,,
2162,151,DROPPED,,
2130,151,GRADUATED,,
1913,101,GRADUATED,,
2121,164,GRADUATED,,
1917,164,ACTIVE,1,
1916,164,ACTIVE,,
1660,106,GRADUATED,,
2113,164,GRADUATED,,
1916,101,GRADUATED,,
1914,101,GRADUATED,,
2165,101,GRADUATED,,
1737,101,GRADUATED,,
3481,101,,,
2172,170,ACTIVE,,
2172,66,ACTIVE,,
2173,170,ACTIVE,,
2173,66,ACTIVE,,
2174,170,ACTIVE,,
5235,217,GRADUATED,,2
2281,185,POSTPONED,,
14,38,SUSPENDED,,
59,66,GRADUATED,,
59,120,GRADUATED,,
5076,520,ACTIVE,61,
149,110,GRADUATED,,
2175,101,GRADUATED,1,
1832,151,ACTIVE,,
2176,170,ACTIVE,1,
2176,66,ACTIVE,1,
2177,170,ACTIVE,,
2177,66,ACTIVE,,
1420,118,ACTIVE,,
1723,170,ACTIVE,,
748,118,ACTIVE,4,2
756,61,ACTIVE,,
780,93,GRADUATED,,
885,120,ACTIVE,,
909,87,GRADUATED,,
909,60,GRADUATED,,
925,114,ACTIVE,,
937,114,ACTIVE,,
988,114,ACTIVE,,
989,111,ACTIVE,,
1288,101,GRADUATED,,
1307,59,ACTIVE,,
1298,101,GRADUATED,,
1345,115,ACTIVE,,8
1348,114,ACTIVE,,
1358,81,ACTIVE,,12
1369,111,ACTIVE,,
1383,110,ACTIVE,,11
1386,81,ACTIVE,,13
1400,111,POSTPONED,,
1423,111,ACTIVE,,
1428,115,ACTIVE,,8
1439,113,ACTIVE,,
1440,111,ACTIVE,,
1446,113,ACTIVE,,
1448,113,ACTIVE,,
1452,113,ACTIVE,,
1529,119,ACTIVE,,
1539,111,ACTIVE,,
1559,115,ACTIVE,,19
1561,115,ACTIVE,,
1571,149,ACTIVE,,
1592,85,ACTIVE,,
1593,85,ACTIVE,,
1598,115,ACTIVE,,21
1604,119,GRADUATED,,
1605,115,ACTIVE,,8
1697,85,ACTIVE,,
1705,111,ACTIVE,,
3560,191,GRADUATED,,31
1354,109,ACTIVE,,
1413,109,ACTIVE,,
1424,109,ACTIVE,,
1431,109,ACTIVE,,
1450,109,ACTIVE,,
1701,116,ACTIVE,,
1601,116,GRADUATED,,
1602,116,ACTIVE,,
1298,116,ACTIVE,,
1288,148,ACTIVE,,
1148,111,POSTPONED,,
1409,112,DROPPED,,
1568,115,GRADUATED,,21
1596,115,GRADUATED,,22
1430,119,GRADUATED,,
1707,116,ACTIVE,,
1710,119,ACTIVE,,
1711,119,ACTIVE,2,
3525,101,GRADUATED,,
908,110,GRADUATED,,16
1714,85,GRADUATED,,
756,150,ACTIVE,,10
2894,185,POSTPONED,9,4
1720,150,DROPPED,,1
1432,113,GRADUATED,,
1414,113,GRADUATED,,
1420,113,POSTPONED,,
1360,113,DROPPED,,
1404,113,GRADUATED,,
1436,113,POSTPONED,,
1419,113,GRADUATED,,
1442,109,GRADUATED,,
1716,111,ACTIVE,,
1718,116,GRADUATED,,
1594,116,GRADUATED,,
1558,115,GRADUATED,,21
1723,149,ACTIVE,,
1724,149,ACTIVE,,
1727,149,ACTIVE,,
1787,119,POSTPONED,,
1734,118,ACTIVE,,8
1740,118,ACTIVE,,8
1775,148,ACTIVE,,
1779,119,ACTIVE,,
1781,118,ACTIVE,,7
1782,148,ACTIVE,,
2178,60,ACTIVE,,
1788,118,ACTIVE,,8
1790,118,ACTIVE,,
1730,119,ACTIVE,,
1795,148,ACTIVE,,
1797,148,ACTIVE,,
1803,118,ACTIVE,,9
1802,119,GRADUATED,,
1807,118,ACTIVE,,5
1823,150,ACTIVE,,10
1835,150,ACTIVE,,
1844,176,ACTIVE,,
1845,176,ACTIVE,,
1845,177,ACTIVE,,24
1846,176,ACTIVE,,
1846,177,ACTIVE,,25
1847,176,ACTIVE,,
1847,177,ACTIVE,,27
1848,176,ACTIVE,,
1848,177,ACTIVE,,23
1849,176,ACTIVE,,
1849,177,ACTIVE,,23
1850,176,ACTIVE,,
1850,177,ACTIVE,,25
1852,176,ACTIVE,,
1852,177,ACTIVE,,26
1853,176,ACTIVE,,
1853,177,ACTIVE,,22
1854,176,ACTIVE,,
1854,177,ACTIVE,,24
1856,176,ACTIVE,,
1856,177,ACTIVE,,25
1857,176,ACTIVE,,
1857,177,ACTIVE,,20
1858,176,ACTIVE,,
1858,177,ACTIVE,,25
1859,176,ACTIVE,,
1859,177,ACTIVE,,23
1860,176,ACTIVE,,
1860,177,ACTIVE,,22
1861,176,ACTIVE,,
1861,177,ACTIVE,,19
1862,176,ACTIVE,,
1862,177,ACTIVE,,11
1863,176,ACTIVE,,
1863,177,ACTIVE,,22
1864,176,ACTIVE,,
1864,177,ACTIVE,,16
1865,176,ACTIVE,,
1865,177,ACTIVE,,15
1866,176,ACTIVE,,
1866,177,ACTIVE,,19
1867,176,ACTIVE,,
1867,177,ACTIVE,,
1868,176,ACTIVE,,
1868,177,ACTIVE,,16
1869,176,ACTIVE,,
1818,117,ACTIVE,,27
1721,148,GRADUATED,,
1816,148,GRADUATED,,
1789,148,GRADUATED,,
1735,148,GRADUATED,,
1777,117,ACTIVE,,25
1722,117,ACTIVE,,26
1732,148,ACTIVE,,
1813,117,POSTPONED,,
1869,177,ACTIVE,,12
1870,176,ACTIVE,,
1870,177,ACTIVE,,25
1871,176,ACTIVE,,
1871,177,ACTIVE,,24
1872,176,ACTIVE,,
1872,177,ACTIVE,,18
1873,176,ACTIVE,,
1873,177,ACTIVE,,20
1874,176,ACTIVE,,
1812,150,DROPPED,,
1819,150,DROPPED,,3
5016,520,ACTIVE,19,
1739,148,GRADUATED,,
1784,118,GRADUATED,,13
1794,119,GRADUATED,,
1796,150,ACTIVE,,6
1826,150,DROPPED,,
1834,150,ACTIVE,,3
1830,150,DROPPED,,
1874,177,ACTIVE,,13
1875,176,ACTIVE,,
1875,177,ACTIVE,,18
1876,176,ACTIVE,,
1876,177,ACTIVE,,14
1877,176,ACTIVE,,
1877,177,ACTIVE,,9
1878,176,ACTIVE,,
1878,177,ACTIVE,,5
1879,176,ACTIVE,,
1879,177,ACTIVE,,1
1880,176,ACTIVE,,
1880,177,ACTIVE,,
1881,176,ACTIVE,,
1881,177,ACTIVE,,11
1882,176,ACTIVE,,
1882,177,ACTIVE,,
1883,176,ACTIVE,,
1883,177,ACTIVE,,
1884,176,ACTIVE,,
1884,177,ACTIVE,,
1885,176,ACTIVE,,
1885,177,ACTIVE,,
1886,176,ACTIVE,,
1886,177,ACTIVE,,
1887,176,ACTIVE,,
1887,177,ACTIVE,,
1888,176,ACTIVE,,
1888,177,ACTIVE,,
1889,176,ACTIVE,,
1889,177,ACTIVE,,
1896,178,ACTIVE,,
1897,178,ACTIVE,,
1898,178,ACTIVE,,
1899,178,ACTIVE,,
1900,178,ACTIVE,,
1901,178,ACTIVE,,
1903,178,ACTIVE,,
1904,178,ACTIVE,,
1905,176,ACTIVE,,
1906,176,ACTIVE,,
1906,177,ACTIVE,,
1907,176,ACTIVE,,
1907,177,ACTIVE,,
1908,176,ACTIVE,,
1908,177,ACTIVE,,
1909,176,ACTIVE,,
1909,177,ACTIVE,,
1910,176,ACTIVE,,
1910,177,ACTIVE,,
1911,176,ACTIVE,,
1911,177,ACTIVE,,
1922,176,ACTIVE,,
1923,176,ACTIVE,,
1924,176,ACTIVE,,
1925,176,ACTIVE,,
1926,176,ACTIVE,,
1927,176,ACTIVE,,
1928,176,ACTIVE,,
1929,176,ACTIVE,,
1930,176,ACTIVE,,
1931,176,ACTIVE,,
1932,176,ACTIVE,,
1933,176,ACTIVE,,
1934,176,ACTIVE,,
1935,176,ACTIVE,,
1936,176,ACTIVE,1,
1937,176,ACTIVE,,
1938,176,ACTIVE,,
1939,176,ACTIVE,,
1661,60,ACTIVE,,
1940,176,ACTIVE,,
1941,176,ACTIVE,,
1942,176,ACTIVE,,
1943,176,ACTIVE,,
1944,176,ACTIVE,,
1945,176,ACTIVE,,
1946,176,ACTIVE,,
1947,176,ACTIVE,,
1948,176,ACTIVE,,
1949,176,ACTIVE,,
1950,176,ACTIVE,,
3497,168,GRADUATED,1,
1951,176,ACTIVE,,
1952,176,ACTIVE,,
1953,176,ACTIVE,,
1954,176,ACTIVE,,
1955,176,ACTIVE,,
1956,176,ACTIVE,,
1957,176,ACTIVE,,
1958,176,ACTIVE,,
1959,176,ACTIVE,,
1960,176,ACTIVE,,
1961,176,ACTIVE,,
1962,176,ACTIVE,,
1963,176,ACTIVE,,
4728,520,ACTIVE,16,
1965,176,ACTIVE,,
1966,176,ACTIVE,,
1967,178,ACTIVE,,
1969,176,ACTIVE,,
1970,176,ACTIVE,,
1971,176,ACTIVE,,
1972,176,ACTIVE,,
1973,176,ACTIVE,,
1974,176,ACTIVE,,
1975,176,ACTIVE,,
1976,176,ACTIVE,,
1977,176,ACTIVE,,
1978,176,ACTIVE,,
1979,176,ACTIVE,,
1980,176,ACTIVE,,
1981,176,ACTIVE,,
1982,176,ACTIVE,,
1983,176,ACTIVE,,
1984,176,ACTIVE,,
1985,176,ACTIVE,,
1986,176,ACTIVE,,
1987,176,ACTIVE,,
1988,176,ACTIVE,,
1989,176,ACTIVE,,
1990,176,ACTIVE,,
1991,176,ACTIVE,,
1992,176,ACTIVE,,
1993,176,ACTIVE,,
1994,176,ACTIVE,,
1995,176,ACTIVE,,
1996,176,ACTIVE,,
1997,176,ACTIVE,,
1998,176,ACTIVE,,
1999,176,ACTIVE,,
2000,176,ACTIVE,,
2001,176,ACTIVE,,
2002,176,ACTIVE,,
2003,176,ACTIVE,,
2004,176,ACTIVE,7,
2005,176,ACTIVE,,
2006,176,ACTIVE,,
2007,176,ACTIVE,,
2008,176,ACTIVE,,
2009,176,ACTIVE,,
2010,176,ACTIVE,,
2011,176,ACTIVE,,
2012,176,ACTIVE,,
2013,176,ACTIVE,,
2014,176,ACTIVE,,
2015,176,ACTIVE,,
2016,176,ACTIVE,,
2017,176,ACTIVE,,
2018,176,ACTIVE,,
2019,176,ACTIVE,,
2020,176,ACTIVE,,
2021,176,ACTIVE,,
2022,176,ACTIVE,,
2023,176,ACTIVE,,
2024,176,ACTIVE,,
2025,176,ACTIVE,,
2026,176,ACTIVE,,
2027,176,ACTIVE,,
2028,176,ACTIVE,,
2029,176,ACTIVE,,
2030,176,ACTIVE,,
2031,176,ACTIVE,,
2032,176,ACTIVE,,
2034,176,ACTIVE,,
2035,176,ACTIVE,,
2036,176,ACTIVE,,
2037,176,ACTIVE,,
2038,176,ACTIVE,,
2039,176,ACTIVE,,
2040,176,ACTIVE,,
2041,176,ACTIVE,,
2042,176,ACTIVE,,
2043,176,ACTIVE,,
2044,176,ACTIVE,,
2045,176,ACTIVE,,
2046,176,ACTIVE,,
2047,176,ACTIVE,,
2048,176,ACTIVE,,
2049,176,ACTIVE,,
2050,176,ACTIVE,,
2051,176,ACTIVE,,
2052,176,ACTIVE,,
2053,176,ACTIVE,,
2054,176,ACTIVE,,
2055,176,ACTIVE,,
2056,176,ACTIVE,,
2057,176,ACTIVE,,
2058,176,ACTIVE,,
2059,176,ACTIVE,,
2060,176,ACTIVE,,
2061,176,ACTIVE,,
2062,176,ACTIVE,,
2063,176,ACTIVE,,
2064,176,ACTIVE,,
2065,176,ACTIVE,,
2066,176,ACTIVE,,
2068,176,ACTIVE,,
2069,176,ACTIVE,,
2070,176,ACTIVE,,
2179,60,ACTIVE,,
2180,60,ACTIVE,,
2181,60,ACTIVE,,
2151,211,GRADUATED,,
2072,176,ACTIVE,,
1976,180,ACTIVE,,
2075,60,ACTIVE,1,
2076,61,ACTIVE,,
38,38,,,
1922,179,ACTIVE,,20
1923,179,ACTIVE,,20
1924,179,ACTIVE,,18
1925,179,ACTIVE,,13
1926,179,ACTIVE,,19
1927,179,ACTIVE,,18
1928,179,ACTIVE,,9
1929,179,ACTIVE,,1
1930,179,ACTIVE,,
1931,179,ACTIVE,,
1932,179,ACTIVE,,
1933,179,ACTIVE,,
1934,179,ACTIVE,,
1935,179,ACTIVE,,
1936,179,ACTIVE,1,
1937,179,ACTIVE,,
1938,179,ACTIVE,,
1939,179,ACTIVE,,
1941,179,ACTIVE,,
1943,179,ACTIVE,,
1944,179,ACTIVE,,
1946,179,ACTIVE,,
1950,179,ACTIVE,,
1951,179,ACTIVE,,
1952,179,ACTIVE,,
1955,179,ACTIVE,,
1957,179,ACTIVE,,
1959,179,ACTIVE,,
1961,179,ACTIVE,,
1965,179,ACTIVE,,
1966,179,ACTIVE,,
1979,179,ACTIVE,,
2034,179,ACTIVE,,
2043,179,ACTIVE,,
2112,101,GRADUATED,,
2122,60,ACTIVE,,
6569,210,,,
1984,174,GRADUATED,,
2120,101,GRADUATED,,
1957,180,ACTIVE,,
1969,180,ACTIVE,,
1970,180,ACTIVE,,
1971,180,ACTIVE,,
1972,180,ACTIVE,,
1973,180,ACTIVE,,
1974,180,ACTIVE,,
1694,60,ACTIVE,,
1975,180,ACTIVE,,
1977,180,ACTIVE,,
1978,180,ACTIVE,,
1979,180,ACTIVE,,
1980,180,ACTIVE,,
1981,180,ACTIVE,,
1982,180,ACTIVE,,
1983,180,ACTIVE,,
1985,174,ACTIVE,,
1986,174,ACTIVE,,
1987,174,ACTIVE,,
1988,174,ACTIVE,,
1989,174,ACTIVE,,
1990,174,ACTIVE,,
1991,174,ACTIVE,,
1992,174,ACTIVE,,
1993,174,ACTIVE,,
1995,180,ACTIVE,,
1996,180,ACTIVE,,
1997,180,ACTIVE,,
1998,180,ACTIVE,,
1999,180,ACTIVE,,
2000,180,ACTIVE,,
2001,180,ACTIVE,,
2002,180,ACTIVE,,
2003,180,ACTIVE,,
1940,179,ACTIVE,,
2073,101,GRADUATED,,
2005,180,ACTIVE,,
2006,180,ACTIVE,,
2007,180,ACTIVE,,
2008,180,ACTIVE,,
2009,180,ACTIVE,,
2010,180,ACTIVE,,
2011,180,ACTIVE,,
2012,180,ACTIVE,,
2013,180,ACTIVE,,
1994,175,GRADUATED,,
1822,163,GRADUATED,,
5349,519,ACTIVE,2,
1891,163,GRADUATED,,
261,33,GRADUATED,,
1945,179,ACTIVE,,
1947,179,ACTIVE,,
1948,179,ACTIVE,,
1949,179,ACTIVE,,
1953,179,ACTIVE,,
1954,179,ACTIVE,,
1956,179,ACTIVE,,
1958,179,ACTIVE,,
1960,179,ACTIVE,,
1962,179,ACTIVE,,
1963,179,ACTIVE,,
5454,520,ACTIVE,,
2077,60,ACTIVE,,
2078,60,ACTIVE,,
2040,174,GRADUATED,,
2017,175,GRADUATED,,
2014,180,ACTIVE,,
2015,180,ACTIVE,,
2018,180,ACTIVE,,
2020,180,ACTIVE,,
2022,180,ACTIVE,,
2024,180,ACTIVE,,
2025,180,ACTIVE,,
2027,180,ACTIVE,,
2029,180,ACTIVE,,
2031,180,ACTIVE,,
2032,180,ACTIVE,,
2035,174,ACTIVE,,
2036,174,ACTIVE,,
2037,174,ACTIVE,,
2038,174,ACTIVE,,
2039,174,ACTIVE,,
2041,174,ACTIVE,,
2042,174,ACTIVE,,
2043,174,ACTIVE,,
2044,174,ACTIVE,,
2054,174,ACTIVE,,
2055,174,ACTIVE,,
2056,174,ACTIVE,,
2057,174,ACTIVE,,
2058,174,ACTIVE,,
2059,174,ACTIVE,,
2060,174,ACTIVE,,
2061,174,ACTIVE,,
2062,174,ACTIVE,,
2072,174,ACTIVE,,
2125,61,ACTIVE,,
2126,60,ACTIVE,,
2127,60,ACTIVE,,
2128,60,ACTIVE,,
2131,60,ACTIVE,,
2132,60,ACTIVE,,
2133,61,ACTIVE,,
2134,60,ACTIVE,,
2136,60,ACTIVE,,
2138,183,ACTIVE,,
2139,183,ACTIVE,,
2140,183,ACTIVE,,
2141,183,ACTIVE,,
2142,183,ACTIVE,,
2174,66,ACTIVE,,
2183,61,ACTIVE,,
2129,101,GRADUATED,,
2019,175,GRADUATED,,
2023,175,GRADUATED,,
2021,175,GRADUATED,,
2026,175,GRADUATED,,
2028,175,GRADUATED,,
2030,175,GRADUATED,,
2045,175,GRADUATED,,
2046,175,GRADUATED,,
2047,175,GRADUATED,,
2048,175,GRADUATED,,
2049,175,GRADUATED,,
2050,175,GRADUATED,,
2051,175,GRADUATED,,
2052,175,GRADUATED,,
2053,175,GRADUATED,,
2130,61,ACTIVE,,
2135,101,GRADUATED,,
2063,175,GRADUATED,,
2064,175,GRADUATED,,
2065,175,GRADUATED,,
2067,175,GRADUATED,,
2068,175,GRADUATED,,
2069,175,GRADUATED,,
2070,175,GRADUATED,,
2016,175,GRADUATED,,
1348,1,ACTIVE,,
3668,210,GRADUATED,,3
6235,210,DROPPED,,
5426,520,ACTIVE,6,
2066,175,GRADUATED,,
6524,210,ACTIVE,,
1942,179,ACTIVE,,
2116,61,ACTIVE,,
2117,61,ACTIVE,,
1914,168,ACTIVE,,
909,163,GRADUATED,,
200,15,ACTIVE,,
2186,60,ACTIVE,,
2190,61,ACTIVE,,
2191,61,ACTIVE,6,
1571,170,ACTIVE,,
1726,170,ACTIVE,,
1727,170,ACTIVE,,
1736,170,ACTIVE,,
1696,61,ACTIVE,,
1697,61,ACTIVE,,
1351,101,GRADUATED,,
1516,104,GRADUATED,,
2225,61,ACTIVE,,
2229,61,ACTIVE,,
1724,170,ACTIVE,,
2232,61,ACTIVE,,
2233,60,ACTIVE,,
2235,61,ACTIVE,,
2237,61,ACTIVE,,
2075,162,GRADUATED,1,
60,38,,,
1563,162,POSTPONED,,
442,162,GRADUATED,,
2113,101,GRADUATED,,
2276,61,ACTIVE,,
2277,61,ACTIVE,,
2114,101,GRADUATED,,
2326,61,ACTIVE,3,
2128,162,GRADUATED,,
3751,61,ACTIVE,,
1351,105,GRADUATED,,
2275,165,DROPPED,,
2243,165,DROPPED,,
1890,162,GRADUATED,,
2275,101,DROPPED,,
1919,162,GRADUATED,,
1821,162,GRADUATED,,
1817,162,POSTPONED,,
2114,165,GRADUATED,,10
2122,184,GRADUATED,,
3479,168,GRADUATED,1,22
3434,61,ACTIVE,,
2242,165,GRADUATED,,5
2239,165,ACTIVE,,4
2187,165,ACTIVE,,1
2236,101,GRADUATED,,
2231,166,ACTIVE,,
2230,166,ACTIVE,,
2224,166,ACTIVE,2,
2189,165,GRADUATED,,6
1554,166,DROPPED,,
1813,165,GRADUATED,,8
2188,165,GRADUATED,,31
2238,101,GRADUATED,,
831,170,GRADUATED,1,
2187,101,GRADUATED,,
2231,101,GRADUATED,,
2189,101,GRADUATED,,
2188,101,GRADUATED,,
2230,101,GRADUATED,,
2239,101,GRADUATED,,
2292,101,GRADUATED,,
883,184,POSTPONED,,
1894,184,GRADUATED,3,
2175,166,GRADUATED,1,
2127,184,GRADUATED,,
2181,184,GRADUATED,,
2134,184,GRADUATED,,
2244,60,ACTIVE,,
1540,98,GRADUATED,,
2523,60,ACTIVE,,
2524,60,ACTIVE,,
2525,60,ACTIVE,,
2237,152,GRADUATED,,
5342,519,ACTIVE,2,
5414,520,ACTIVE,8,
833,152,DROPPED,,
1791,152,DROPPED,,
2162,152,ACTIVE,,
2164,152,DROPPED,,
2229,152,DROPPED,,
1832,152,DROPPED,,
2183,152,GRADUATED,,
2241,152,GRADUATED,,
3758,61,ACTIVE,,
3707,60,,1,
595,1,GRADUATED,,
2119,60,ACTIVE,,
2247,198,ACTIVE,,
2248,198,ACTIVE,,
2249,198,ACTIVE,,
2250,198,ACTIVE,,
2251,198,ACTIVE,,
2252,198,ACTIVE,,
2253,198,ACTIVE,,
2254,198,ACTIVE,,
2255,198,ACTIVE,,
2256,198,ACTIVE,,
2257,198,ACTIVE,,
2259,198,ACTIVE,,
2260,198,ACTIVE,,
2261,198,ACTIVE,,
2262,198,ACTIVE,,
2263,198,ACTIVE,,
2264,198,ACTIVE,,
2265,198,ACTIVE,,
2266,198,ACTIVE,,
2246,198,ACTIVE,17,
2267,198,ACTIVE,,
2269,198,ACTIVE,,
2270,198,ACTIVE,,
2271,198,ACTIVE,,
2272,198,ACTIVE,,
2274,198,ACTIVE,,
2293,198,ACTIVE,,
2329,198,ACTIVE,,
3793,405,DROPPED,42,
2258,198,ACTIVE,1,
3534,101,GRADUATED,,
2273,198,ACTIVE,,
1698,60,ACTIVE,,
895,191,ACTIVE,,
2712,190,GRADUATED,,
2117,151,POSTPONED,,
2243,101,GRADUATED,,
1427,199,ACTIVE,,1
896,200,POSTPONED,,
2115,152,GRADUATED,1,
2242,101,GRADUATED,,
3618,60,,,
3578,101,GRADUATED,,3
3722,191,GRADUATED,,
1436,184,POSTPONED,,
2078,184,POSTPONED,,
3540,61,ACTIVE,,
833,150,POSTPONED,,
4225,210,GRADUATED,11,3
2125,151,GRADUATED,,
4477,217,GRADUATED,,
2247,199,ACTIVE,,3
1699,61,GRADUATED,,
4599,520,ACTIVE,,
3537,60,ACTIVE,7,
2293,199,DROPPED,,
2524,190,GRADUATED,,
3759,61,ACTIVE,,
7062,542,,,
1700,60,ACTIVE,2,
2248,199,ACTIVE,,3
1357,101,GRADUATED,,
1701,101,GRADUATED,,
3717,190,GRADUATED,,
3785,212,ACTIVE,,
2249,199,ACTIVE,,2
442,87,GRADUATED,,
2528,198,ACTIVE,,
2709,61,ACTIVE,,
2710,60,ACTIVE,,
2711,60,ACTIVE,,
2712,60,ACTIVE,,
930,214,ACTIVE,,
3794,212,ACTIVE,,
1921,178,POSTPONED,,
3568,188,ACTIVE,,
3762,185,GRADUATED,1,2
3486,200,POSTPONED,,
3577,169,GRADUATED,,
3855,60,ACTIVE,,
1798,154,DROPPED,,
3512,154,DROPPED,1,
3461,154,GRADUATED,,
3499,154,GRADUATED,1,
3608,188,GRADUATED,5,25
3672,211,ACTIVE,,
3575,205,GRADUATED,,
3593,187,GRADUATED,,
3570,204,GRADUATED,,
3606,204,GRADUATED,,
3711,205,POSTPONED,,
4135,232,ACTIVE,7,
895,188,POSTPONED,,
3507,190,GRADUATED,,
3562,187,GRADUATED,1,
3616,210,GRADUATED,,
3573,204,DROPPED,,
3601,204,POSTPONED,48,
3546,169,GRADUATED,,
2251,199,DROPPED,,2
882,184,POSTPONED,,
2252,199,ACTIVE,,1
3721,210,GRADUATED,23,6
935,214,ACTIVE,,
1370,184,GRADUATED,,
5324,519,ACTIVE,9,
3490,200,GRADUATED,,
1702,101,GRADUATED,,
442,163,GRADUATED,,
2279,60,ACTIVE,,
2280,60,ACTIVE,,1
2281,60,ACTIVE,,
2282,60,ACTIVE,,
2283,60,ACTIVE,,
2284,60,ACTIVE,,
2285,60,ACTIVE,,
2286,60,ACTIVE,,
2287,60,ACTIVE,,
2288,60,ACTIVE,,
2289,60,ACTIVE,,
2253,199,ACTIVE,,3
1837,198,ACTIVE,,
3465,61,ACTIVE,,
2233,187,ACTIVE,,
2131,184,GRADUATED,,
2254,199,ACTIVE,,3
1839,198,ACTIVE,3,
2282,187,ACTIVE,,
2077,184,GRADUATED,,
3493,200,GRADUATED,,
2255,199,ACTIVE,,2
3542,187,ACTIVE,,
3732,188,ACTIVE,,
1703,115,POSTPONED,,
1703,60,ACTIVE,,
2256,199,ACTIVE,,3
3861,157,POSTPONED,7,
3644,155,DROPPED,,
3530,154,DROPPED,,
3501,154,ACTIVE,,
3511,154,ACTIVE,,
3477,154,DROPPED,14,
1921,214,DROPPED,,
3608,60,,5,
3579,187,GRADUATED,,
3594,187,GRADUATED,,
3528,204,GRADUATED,,
3538,204,GRADUATED,,
3527,204,GRADUATED,,
3599,204,GRADUATED,,
4221,61,ACTIVE,,
3492,200,GRADUATED,,
3489,200,GRADUATED,,
3708,188,POSTPONED,,
3735,205,GRADUATED,1,25
3761,205,GRADUATED,,
3558,204,GRADUATED,,
3481,169,GRADUATED,,
3524,169,GRADUATED,,
3531,169,GRADUATED,,
3559,169,GRADUATED,,
3566,205,GRADUATED,,
3545,169,GRADUATED,,
5133,519,ACTIVE,,
2126,184,GRADUATED,,
6182,405,POSTPONED,3,
3860,60,ACTIVE,,
3448,61,ACTIVE,,
2257,199,DROPPED,,
1707,101,GRADUATED,,
606,190,ACTIVE,1,
1705,61,ACTIVE,,
1706,61,ACTIVE,,
3437,101,GRADUATED,,
3860,103,POSTPONED,,
3462,61,ACTIVE,,
2258,199,ACTIVE,1,3
3477,61,ACTIVE,14,2
1695,111,ACTIVE,5,
2259,199,ACTIVE,,3
1405,80,POSTPONED,,
3486,66,ACTIVE,,
3755,188,ACTIVE,,16
3790,212,ACTIVE,,
1710,60,ACTIVE,,
1711,60,ACTIVE,2,
2260,199,ACTIVE,,1
2240,61,ACTIVE,,3
3490,66,ACTIVE,,
1817,190,GRADUATED,,
3777,156,ACTIVE,,
2261,199,ACTIVE,,2
2894,60,ACTIVE,9,1
3493,66,ACTIVE,,
1714,61,GRADUATED,,
3792,156,ACTIVE,2,9
3464,203,GRADUATED,,
3448,154,GRADUATED,,
3455,153,GRADUATED,3,25
3471,154,GRADUATED,,
3654,209,GRADUATED,,
3586,187,GRADUATED,,
3634,209,GRADUATED,,
3670,209,DROPPED,,
3655,209,GRADUATED,,
3663,209,GRADUATED,,
3523,204,GRADUATED,,
3532,204,GRADUATED,,22
3607,204,GRADUATED,,
3560,60,,,
3434,153,ACTIVE,,
3478,188,GRADUATED,,
3496,200,GRADUATED,,
3535,205,GRADUATED,,
3771,60,,,
3736,205,GRADUATED,,
3776,205,GRADUATED,,
2074,169,GRADUATED,,
2169,187,GRADUATED,,21
4229,228,,4,
3563,169,GRADUATED,,
3556,204,GRADUATED,,
2262,199,ACTIVE,,3
3489,66,ACTIVE,,
1902,203,ACTIVE,,
3629,187,ACTIVE,,
3510,155,POSTPONED,,
3632,155,DROPPED,,
2263,199,ACTIVE,,3
3476,203,ACTIVE,,
3488,66,ACTIVE,,
3784,61,ACTIVE,1,
4230,210,GRADUATED,1,
3866,157,ACTIVE,5,
2264,199,ACTIVE,,1
2271,199,ACTIVE,,2
3475,203,ACTIVE,,
3487,66,ACTIVE,,
1918,162,GRADUATED,,
2241,61,GRADUATED,,
2265,199,ACTIVE,,3
3542,60,GRADUATED,,
3474,203,ACTIVE,,11
3492,66,ACTIVE,,
5349,520,ACTIVE,2,
1599,116,GRADUATED,,
2268,198,ACTIVE,,
3585,60,ACTIVE,,
3741,212,ACTIVE,,
2143,101,GRADUATED,,
3462,203,ACTIVE,,
3495,66,ACTIVE,,
1715,101,GRADUATED,,
