user_id,cohort_id,educational_status,session_count,approved_projects
837,66,ACTIVE,,
837,73,ACTIVE,,
838,61,ACTIVE,,
839,61,ACTIVE,,
839,70,ACTIVE,,
840,60,GRADUATED,,
840,59,GRADUATED,,
841,61,ACTIVE,,
842,60,ACTIVE,,
842,75,ACTIVE,,
843,60,GRADUATED,,
843,87,GRADUATED,,
844,60,ACTIVE,,
845,60,ACTIVE,,
846,60,ACTIVE,,
847,60,ACTIVE,,
848,60,ACTIVE,,
849,60,ACTIVE,,
850,60,ACTIVE,,
851,60,ACTIVE,,
852,60,ACTIVE,,
853,60,ACTIVE,,
854,60,ACTIVE,,
855,60,ACTIVE,,
856,60,ACTIVE,,
857,60,ACTIVE,,
858,60,ACTIVE,,
859,60,ACTIVE,,
860,60,ACTIVE,,
861,60,ACTIVE,,
862,60,GRADUATED,,
862,59,GRADUATED,,
863,60,GRADUATED,,
864,60,ACTIVE,,
865,60,ACTIVE,,
866,61,ACTIVE,,
866,46,ACTIVE,,
867,61,ACTIVE,,
867,46,ACTIVE,,
2149,66,ACTIVE,1,
869,60,ACTIVE,,
870,61,ACTIVE,,
870,76,ACTIVE,,
871,60,ACTIVE,,
871,75,ACTIVE,,
872,60,GRADUATED,,
872,59,GRADUATED,,
873,60,ACTIVE,,
874,60,ACTIVE,,
823,76,POSTPONED,46,
875,59,GRADUATED,,
875,60,GRADUATED,,
875,75,GRADUATED,,
876,60,ACTIVE,,
877,66,ACTIVE,,
877,73,ACTIVE,,
878,66,ACTIVE,,
878,73,ACTIVE,,
879,66,ACTIVE,,
879,73,ACTIVE,,
880,66,ACTIVE,,
880,73,ACTIVE,,
881,60,ACTIVE,,
881,87,ACTIVE,,
882,60,ACTIVE,,
882,75,ACTIVE,,
883,60,ACTIVE,,
883,92,ACTIVE,,
884,66,ACTIVE,,
885,66,ACTIVE,,
885,73,ACTIVE,,
886,60,GRADUATED,,
886,87,GRADUATED,,
888,60,GRADUATED,,
888,87,GRADUATED,,
889,61,ACTIVE,,
890,61,ACTIVE,,
891,61,ACTIVE,,
892,61,ACTIVE,,
893,60,ACTIVE,,
894,60,GRADUATED,,
896,66,ACTIVE,,
897,61,GRADUATED,,
897,77,GRADUATED,,
898,66,ACTIVE,,
898,73,ACTIVE,,
899,66,ACTIVE,,
899,73,ACTIVE,,
900,66,ACTIVE,,
900,73,ACTIVE,,
901,60,GRADUATED,,
887,92,POSTPONED,,
902,60,GRADUATED,,
902,95,GRADUATED,,
903,60,GRADUATED,1,
904,82,ACTIVE,,
904,61,ACTIVE,,
905,66,ACTIVE,,
905,73,ACTIVE,,
906,61,ACTIVE,,
906,82,ACTIVE,,
907,61,ACTIVE,,
907,77,ACTIVE,,
908,61,ACTIVE,,
908,76,ACTIVE,,
2150,170,ACTIVE,,
2150,66,ACTIVE,,
909,93,GRADUATED,,
910,61,ACTIVE,,
910,76,ACTIVE,,
911,60,ACTIVE,,
912,60,ACTIVE,,
912,96,ACTIVE,,
913,61,ACTIVE,,
913,76,ACTIVE,,
913,79,ACTIVE,,
914,89,ACTIVE,,
914,61,ACTIVE,,
915,61,ACTIVE,,
916,88,ACTIVE,,
916,61,ACTIVE,,
917,88,ACTIVE,,
917,61,ACTIVE,,
918,88,ACTIVE,,
918,61,ACTIVE,,
919,88,ACTIVE,,
919,61,ACTIVE,,
920,88,ACTIVE,,
920,61,ACTIVE,,
921,88,ACTIVE,,
921,61,ACTIVE,,
922,88,ACTIVE,,
922,61,ACTIVE,,
923,89,ACTIVE,,
923,61,ACTIVE,,
924,89,ACTIVE,,
924,61,ACTIVE,,
925,89,ACTIVE,,
925,61,ACTIVE,,
887,60,GRADUATED,,
926,89,ACTIVE,,
926,61,ACTIVE,,
927,89,ACTIVE,,
927,61,ACTIVE,,
928,89,ACTIVE,,
928,61,ACTIVE,,
929,89,ACTIVE,,
929,61,ACTIVE,,
930,61,ACTIVE,,
931,89,ACTIVE,,
931,61,ACTIVE,,
932,89,ACTIVE,,
894,87,GRADUATED,,
884,73,GRADUATED,,
932,61,ACTIVE,,
933,89,ACTIVE,,
933,61,ACTIVE,,
934,89,ACTIVE,,
934,61,ACTIVE,,
935,61,ACTIVE,,
936,89,ACTIVE,,
936,61,ACTIVE,,
937,89,ACTIVE,,
937,61,ACTIVE,,
939,89,ACTIVE,,
939,61,ACTIVE,,
940,89,ACTIVE,,
940,61,ACTIVE,,
941,76,ACTIVE,,
942,76,ACTIVE,,
942,61,ACTIVE,,
943,60,ACTIVE,,
944,60,GRADUATED,,
944,95,GRADUATED,,
945,60,ACTIVE,,
945,92,ACTIVE,,
946,60,GRADUATED,,
946,95,GRADUATED,,
935,89,POSTPONED,,
948,61,ACTIVE,,
948,82,ACTIVE,,
949,61,ACTIVE,,
950,61,ACTIVE,,
950,82,ACTIVE,,
950,77,ACTIVE,,
951,60,ACTIVE,,
951,93,ACTIVE,,
952,60,ACTIVE,,
953,60,ACTIVE,,
954,60,ACTIVE,,
955,60,ACTIVE,,
956,60,ACTIVE,,
957,60,ACTIVE,,
958,60,ACTIVE,,
959,60,ACTIVE,,
960,60,ACTIVE,,
961,60,ACTIVE,,
962,60,ACTIVE,,
963,60,ACTIVE,,
964,60,ACTIVE,,
965,60,ACTIVE,,
966,60,ACTIVE,,
967,60,ACTIVE,,
968,60,ACTIVE,,
969,60,ACTIVE,,
970,60,ACTIVE,,
971,60,ACTIVE,,
972,60,GRADUATED,,
972,95,GRADUATED,,
973,60,ACTIVE,,
974,60,ACTIVE,,
975,60,ACTIVE,,
976,60,ACTIVE,,
977,60,ACTIVE,,
978,60,ACTIVE,,
979,60,ACTIVE,,
980,60,ACTIVE,,
981,61,ACTIVE,,
981,77,ACTIVE,,
982,61,ACTIVE,,
982,76,ACTIVE,,
983,99,ACTIVE,,
984,99,ACTIVE,,
985,99,ACTIVE,,
986,99,ACTIVE,,
987,99,ACTIVE,,
988,62,ACTIVE,,
988,76,ACTIVE,,
989,76,ACTIVE,,
989,61,ACTIVE,,
990,61,ACTIVE,,
991,61,ACTIVE,,
992,60,GRADUATED,,
992,95,GRADUATED,,
993,60,ACTIVE,,
994,60,GRADUATED,,
994,95,GRADUATED,,
995,61,ACTIVE,,
996,61,ACTIVE,,
997,60,ACTIVE,,
998,61,ACTIVE,,
999,60,ACTIVE,1,
1007,101,GRADUATED,1,
1000,60,ACTIVE,,
1000,92,ACTIVE,,
952,93,GRADUATED,,
1001,60,ACTIVE,,
1001,97,ACTIVE,,
1002,60,ACTIVE,,
1002,92,ACTIVE,,
1003,60,ACTIVE,,
1004,60,ACTIVE,,
1004,92,ACTIVE,,
1005,60,ACTIVE,,
1005,93,ACTIVE,,
1006,83,ACTIVE,,
1008,61,ACTIVE,,
1009,90,ACTIVE,,
1009,66,ACTIVE,,
1010,90,ACTIVE,,
1010,66,ACTIVE,,
1011,60,ACTIVE,,
1013,66,ACTIVE,2,
1013,90,ACTIVE,2,
1014,90,ACTIVE,,
1014,66,ACTIVE,,
1015,90,ACTIVE,,
1015,66,ACTIVE,,
1018,13,GRADUATED,,
1019,61,ACTIVE,,
1019,83,ACTIVE,,
1020,102,ACTIVE,,
1021,102,ACTIVE,,
1022,102,ACTIVE,,
1023,102,ACTIVE,,
1024,102,ACTIVE,,
1025,102,ACTIVE,,
1026,102,ACTIVE,,
1027,102,ACTIVE,,
1028,102,ACTIVE,,
1029,102,ACTIVE,,
1030,102,ACTIVE,,
1031,102,ACTIVE,,
1032,102,ACTIVE,,
1033,102,ACTIVE,,
1034,102,ACTIVE,,
1035,102,ACTIVE,,
1036,102,ACTIVE,,
1037,102,ACTIVE,,
1038,102,ACTIVE,,
1039,102,ACTIVE,,
1040,102,ACTIVE,,
1041,102,ACTIVE,,
1042,102,ACTIVE,,
1043,102,ACTIVE,,
1044,102,ACTIVE,,
1045,102,ACTIVE,,
1046,102,ACTIVE,,
1047,102,ACTIVE,,
1048,102,ACTIVE,,
1049,102,ACTIVE,,
1050,102,ACTIVE,,
1051,102,ACTIVE,,
1052,102,ACTIVE,,
1053,102,ACTIVE,,
1054,102,ACTIVE,,
1055,102,ACTIVE,,
1056,102,ACTIVE,,
1057,102,ACTIVE,,
1058,102,ACTIVE,,
1059,102,ACTIVE,,
1060,102,ACTIVE,,
1061,102,ACTIVE,,
1062,102,ACTIVE,,
1063,102,ACTIVE,,
1064,102,ACTIVE,,
1065,102,ACTIVE,,
1066,102,ACTIVE,,
1067,102,ACTIVE,,
1068,102,ACTIVE,,
1069,102,ACTIVE,,
1070,102,ACTIVE,,
1071,102,ACTIVE,,
1072,102,ACTIVE,,
1073,66,ACTIVE,,
1073,90,ACTIVE,,
1074,102,ACTIVE,,
1075,102,ACTIVE,,
1076,61,ACTIVE,,
1077,61,ACTIVE,,
1078,61,ACTIVE,,
1079,61,ACTIVE,,
1080,61,ACTIVE,,
1081,61,ACTIVE,,
1082,61,ACTIVE,,
1083,61,ACTIVE,,
1084,61,ACTIVE,,
1085,61,ACTIVE,,
1086,61,ACTIVE,,
1058,104,GRADUATED,,
1012,104,GRADUATED,,
1007,104,GRADUATED,1,
1011,93,GRADUATED,,
2151,66,GRADUATED,,
1087,61,ACTIVE,,
1088,61,ACTIVE,,
1089,61,ACTIVE,,
1090,61,ACTIVE,,
1091,102,ACTIVE,,
1092,102,ACTIVE,,
1093,102,ACTIVE,,
1094,102,ACTIVE,,
1095,102,ACTIVE,,
1096,102,ACTIVE,,
1097,66,ACTIVE,,
1098,66,ACTIVE,,
1099,66,ACTIVE,,
1100,66,ACTIVE,,
1101,66,ACTIVE,,
1102,66,ACTIVE,,
1016,101,GRADUATED,,
1017,101,GRADUATED,,
1074,101,GRADUATED,,
1103,66,ACTIVE,,
1104,66,ACTIVE,,
1105,66,ACTIVE,,
1106,66,ACTIVE,,
1107,66,ACTIVE,,
1108,66,ACTIVE,,
1109,66,ACTIVE,,
1110,66,ACTIVE,,
1111,66,ACTIVE,,
1112,66,ACTIVE,,
1113,103,ACTIVE,,
1114,103,ACTIVE,,
1115,103,ACTIVE,,
1116,103,ACTIVE,,
1117,103,ACTIVE,,
1118,103,ACTIVE,,
1119,103,ACTIVE,,
1120,103,ACTIVE,,
1121,103,ACTIVE,,
1122,103,ACTIVE,,
1123,103,ACTIVE,,
1124,103,ACTIVE,,
1125,103,ACTIVE,,
1126,103,ACTIVE,,
1127,103,ACTIVE,,
1128,103,ACTIVE,,
1129,102,ACTIVE,,
1130,104,ACTIVE,,
1131,61,ACTIVE,,
1132,61,ACTIVE,,
1133,61,ACTIVE,,
1134,61,ACTIVE,,
1135,61,ACTIVE,,
1136,61,ACTIVE,,
1137,61,ACTIVE,,
1138,102,ACTIVE,,
1139,102,ACTIVE,,
1140,102,ACTIVE,13,
1141,102,ACTIVE,,
1142,102,ACTIVE,,
1143,102,ACTIVE,,
1144,102,ACTIVE,,
1145,102,ACTIVE,,
1146,60,ACTIVE,,
1147,61,ACTIVE,,
1148,61,ACTIVE,,
1149,61,ACTIVE,,
1150,61,ACTIVE,,
1151,61,ACTIVE,,
1152,77,ACTIVE,,
1152,61,ACTIVE,,
1153,60,ACTIVE,,
1153,93,ACTIVE,,
1154,102,ACTIVE,,
1155,102,ACTIVE,,
1156,102,ACTIVE,,
1157,102,ACTIVE,,
1158,102,ACTIVE,,
1159,102,ACTIVE,,
1160,61,ACTIVE,,
1161,61,ACTIVE,,
1162,61,ACTIVE,,
1163,61,ACTIVE,,
1164,61,ACTIVE,,
1165,61,ACTIVE,,
1166,102,ACTIVE,,
1167,102,ACTIVE,,
1168,102,ACTIVE,,
1169,102,ACTIVE,,
1170,61,ACTIVE,,
1171,61,ACTIVE,,
1172,61,ACTIVE,,
1173,102,ACTIVE,,
1174,103,ACTIVE,,
1175,103,ACTIVE,,
1176,103,ACTIVE,,
1177,103,ACTIVE,,
1178,103,ACTIVE,,
1179,103,ACTIVE,,
1180,103,ACTIVE,,
1181,103,ACTIVE,,
1182,103,ACTIVE,,
1183,103,ACTIVE,,
1184,103,ACTIVE,,
1185,103,ACTIVE,,
1186,103,ACTIVE,,
1187,103,ACTIVE,,
1188,103,ACTIVE,,
1189,103,ACTIVE,,
1190,61,ACTIVE,,
1191,103,ACTIVE,,
1192,103,ACTIVE,,
1193,103,ACTIVE,,
1194,103,ACTIVE,,
1195,103,ACTIVE,,
1196,103,ACTIVE,,
1197,103,ACTIVE,,
1198,103,ACTIVE,,
1199,103,ACTIVE,,
1200,103,ACTIVE,,
1201,61,ACTIVE,,
1202,102,ACTIVE,,
1203,102,ACTIVE,,
1204,102,ACTIVE,,
1157,101,GRADUATED,,
1205,102,ACTIVE,,
1206,102,ACTIVE,,
1207,102,ACTIVE,,
1208,102,ACTIVE,,
1209,102,ACTIVE,,
1210,102,ACTIVE,,
1211,102,ACTIVE,,
1212,61,ACTIVE,1,
1212,77,ACTIVE,1,
1213,61,ACTIVE,,
1214,61,ACTIVE,,
1214,77,ACTIVE,,
1215,61,ACTIVE,,
1216,66,ACTIVE,,
1216,100,ACTIVE,,
1217,102,ACTIVE,,
1218,102,ACTIVE,,
1219,102,ACTIVE,,
1220,102,ACTIVE,,
1221,102,ACTIVE,,
1222,102,ACTIVE,,
1223,102,ACTIVE,,
1224,102,ACTIVE,,
1225,102,ACTIVE,,
1226,102,ACTIVE,,
1227,102,ACTIVE,,
1228,103,ACTIVE,,
1229,103,ACTIVE,,
1230,61,ACTIVE,,
1231,60,ACTIVE,,
1231,96,ACTIVE,,
1232,102,ACTIVE,,
1233,102,ACTIVE,,
1234,102,ACTIVE,,
1235,102,ACTIVE,,
1236,102,ACTIVE,,
1237,102,ACTIVE,,
1238,102,ACTIVE,,
1239,102,ACTIVE,,
1240,103,ACTIVE,,
1241,61,ACTIVE,,
1241,77,ACTIVE,,
1242,61,ACTIVE,,
1243,61,ACTIVE,,
1244,102,ACTIVE,,
1245,102,ACTIVE,,
1246,102,ACTIVE,,
1247,102,ACTIVE,,
1248,102,ACTIVE,,
1249,102,ACTIVE,,
1250,102,ACTIVE,,
1251,61,ACTIVE,,
1252,61,ACTIVE,,
1253,61,ACTIVE,,
1254,61,ACTIVE,,
1255,61,ACTIVE,,
1256,61,ACTIVE,,
1257,61,ACTIVE,,
1258,61,ACTIVE,,
1259,61,ACTIVE,,
1260,102,ACTIVE,,
1261,102,ACTIVE,,
1262,102,ACTIVE,,
1263,102,ACTIVE,,
1264,60,ACTIVE,,
1264,93,ACTIVE,,
1265,61,ACTIVE,,
1266,61,ACTIVE,,
1267,104,ACTIVE,,
1267,106,ACTIVE,,
1268,102,ACTIVE,,
1269,102,ACTIVE,,
1270,102,ACTIVE,2,
1271,102,ACTIVE,,
1272,102,ACTIVE,,
1273,102,ACTIVE,,
1274,102,ACTIVE,,
1275,102,ACTIVE,,
1276,102,ACTIVE,,
1277,103,ACTIVE,,
1278,61,ACTIVE,,
1279,103,ACTIVE,,
1280,102,ACTIVE,,
1281,102,ACTIVE,,
1282,102,ACTIVE,,
1283,102,ACTIVE,,
1284,102,ACTIVE,,
1285,102,ACTIVE,,
1224,101,GRADUATED,,
1286,90,ACTIVE,,
1286,66,ACTIVE,,
1287,61,ACTIVE,,
1287,77,ACTIVE,,
1288,102,ACTIVE,,2
1289,102,ACTIVE,,
1290,61,ACTIVE,,
1290,77,ACTIVE,,
1291,102,ACTIVE,,
1292,102,ACTIVE,,
1293,102,ACTIVE,,
1294,102,ACTIVE,,
1295,103,ACTIVE,,
1296,102,ACTIVE,,
1297,102,ACTIVE,,
1298,102,ACTIVE,,
1299,60,ACTIVE,,
1299,96,ACTIVE,,
1300,60,ACTIVE,,
1301,102,ACTIVE,,
1302,102,ACTIVE,,
1303,60,ACTIVE,,
1303,93,ACTIVE,,
1304,103,ACTIVE,,
1305,102,ACTIVE,,
1306,102,ACTIVE,,
1307,60,ACTIVE,,
1308,103,ACTIVE,,
1309,102,ACTIVE,,
5807,210,GRADUATED,1,3
1310,102,ACTIVE,,
1337,101,GRADUATED,,
1312,60,ACTIVE,,
1313,103,ACTIVE,,
1314,102,ACTIVE,,
1315,61,ACTIVE,,
1316,102,ACTIVE,,
1317,60,ACTIVE,,
1318,102,ACTIVE,,
2152,66,ACTIVE,,
1321,60,ACTIVE,,
1321,96,ACTIVE,,
1322,61,ACTIVE,,
1322,78,ACTIVE,,
1323,60,ACTIVE,,
1323,96,ACTIVE,,
1324,60,ACTIVE,,
1325,61,ACTIVE,,
1325,78,ACTIVE,,
1326,61,ACTIVE,,
1326,78,ACTIVE,,
1327,60,ACTIVE,,
1328,60,ACTIVE,,
1329,60,ACTIVE,,
1330,61,ACTIVE,,
1331,61,ACTIVE,,
1331,78,ACTIVE,,
1332,61,ACTIVE,,
1333,60,ACTIVE,,
1334,61,ACTIVE,,
1335,61,ACTIVE,,
1335,78,ACTIVE,,
1336,61,ACTIVE,,
1336,78,ACTIVE,,
1337,105,ACTIVE,,
1338,60,ACTIVE,,
1338,97,ACTIVE,,
1339,60,ACTIVE,,
1340,105,ACTIVE,,
1341,60,ACTIVE,,
1343,60,ACTIVE,,
1340,101,GRADUATED,,
1345,60,ACTIVE,,
1346,60,ACTIVE,,
1347,60,ACTIVE,,
1347,97,ACTIVE,,
1349,60,ACTIVE,,
1342,101,GRADUATED,,
1352,105,ACTIVE,,
1355,60,ACTIVE,,
1345,94,ACTIVE,,
1357,105,ACTIVE,,
1358,61,ACTIVE,,
1358,79,ACTIVE,,
1359,61,ACTIVE,,
1330,78,POSTPONED,,
1320,61,ACTIVE,,
1327,94,GRADUATED,,
1341,94,POSTPONED,,
1349,94,GRADUATED,,
1307,94,GRADUATED,,
1359,79,ACTIVE,,
2153,170,ACTIVE,,
1360,60,ACTIVE,,
1361,60,ACTIVE,,
1362,61,ACTIVE,,
1363,61,ACTIVE,,
1364,61,ACTIVE,,
1364,80,ACTIVE,,
1365,105,ACTIVE,,
1366,105,ACTIVE,,
1367,60,ACTIVE,,
1367,97,ACTIVE,,
1368,61,ACTIVE,,
1368,83,ACTIVE,,
1369,61,ACTIVE,,
1370,60,ACTIVE,,
1312,94,DROPPED,,
1348,101,GRADUATED,,
1352,101,GRADUATED,,
1353,101,GRADUATED,,
1354,101,GRADUATED,,
1356,101,GRADUATED,,
1365,101,GRADUATED,,
1366,101,GRADUATED,,
1371,60,ACTIVE,,
1372,61,ACTIVE,,
1384,106,ACTIVE,,
1374,61,ACTIVE,7,
1375,90,ACTIVE,,
1375,66,ACTIVE,,
1373,101,GRADUATED,,
1379,60,ACTIVE,,
1381,66,ACTIVE,,
1381,90,ACTIVE,,
1382,60,ACTIVE,,
1383,61,ACTIVE,,
1383,79,ACTIVE,,
1385,66,ACTIVE,,
1385,90,ACTIVE,,
1386,61,ACTIVE,,
1386,83,ACTIVE,,
1387,66,ACTIVE,,
1388,66,ACTIVE,,
1388,90,ACTIVE,,
1393,61,ACTIVE,,
1394,60,ACTIVE,,
1396,60,ACTIVE,,
1396,97,ACTIVE,,
1397,60,ACTIVE,,
1397,97,ACTIVE,,
1398,61,ACTIVE,,
1398,83,ACTIVE,,
1399,61,ACTIVE,,
1400,61,ACTIVE,,
1401,60,ACTIVE,,
1402,66,ACTIVE,,
1404,60,ACTIVE,,
1404,97,ACTIVE,,
1406,61,ACTIVE,,
1406,80,ACTIVE,,
1407,61,ACTIVE,,
1402,90,GRADUATED,,
1410,61,ACTIVE,,
1410,80,ACTIVE,,
1411,107,ACTIVE,,
1412,61,ACTIVE,1,
1414,60,ACTIVE,,
1415,60,ACTIVE,,
1415,97,ACTIVE,,
1418,60,ACTIVE,,
1419,60,ACTIVE,,
1420,60,ACTIVE,,
1421,61,ACTIVE,,
1421,80,ACTIVE,,
1422,61,ACTIVE,,
1422,80,ACTIVE,,
1423,61,ACTIVE,,
1376,101,GRADUATED,,
1369,79,GRADUATED,,
1362,79,GRADUATED,,
1405,61,POSTPONED,,
1360,94,POSTPONED,,
1382,94,GRADUATED,,
1426,107,ACTIVE,,
1428,60,ACTIVE,,
1430,60,ACTIVE,,
1432,60,ACTIVE,,
1435,60,ACTIVE,,
1436,60,ACTIVE,,
1437,60,ACTIVE,,
1438,60,ACTIVE,,
1439,60,ACTIVE,,
1440,61,ACTIVE,,
1443,60,ACTIVE,,
1403,107,ACTIVE,,
1377,101,GRADUATED,,
1408,107,ACTIVE,,
1387,90,GRADUATED,,
1389,106,ACTIVE,,
1378,101,GRADUATED,,
1377,106,ACTIVE,,
1376,106,GRADUATED,,
1380,106,GRADUATED,,
1389,101,GRADUATED,,
1390,101,GRADUATED,,
1391,101,GRADUATED,,
1403,101,GRADUATED,,
1409,101,GRADUATED,,
1384,101,GRADUATED,,
1392,101,GRADUATED,,
1411,101,GRADUATED,,
1413,101,GRADUATED,,
1416,101,GRADUATED,,
1424,101,GRADUATED,,
1431,101,GRADUATED,,
1429,101,GRADUATED,,
1433,101,GRADUATED,,
1441,101,GRADUATED,,
1445,60,ACTIVE,,
1446,60,ACTIVE,,
1448,60,ACTIVE,,
1452,60,ACTIVE,,
1451,60,SUSPENDED,,
11,95,ACTIVE,5,
2153,66,ACTIVE,,
1267,38,ACTIVE,,
1130,38,ACTIVE,,
1372,79,GRADUATED,,
1320,79,GRADUATED,,
1493,61,ACTIVE,,
1493,81,ACTIVE,,17
1496,101,SUSPENDED,,
1497,61,ACTIVE,,
1499,60,ACTIVE,,
1499,113,ACTIVE,,
1500,61,ACTIVE,,
1501,114,ACTIVE,,
1502,114,ACTIVE,,
1503,114,ACTIVE,,
1504,114,ACTIVE,,
1505,114,ACTIVE,,
1506,114,ACTIVE,,
1507,114,ACTIVE,,
1508,114,ACTIVE,,
1509,114,ACTIVE,,
1510,114,ACTIVE,,
1511,114,ACTIVE,,
1512,114,ACTIVE,,
1444,101,GRADUATED,,
1519,61,ACTIVE,,
1519,110,ACTIVE,,23
1520,61,ACTIVE,,
1520,81,ACTIVE,,
1521,61,ACTIVE,,
1521,84,ACTIVE,,
2154,170,ACTIVE,,
1523,61,ACTIVE,3,
1523,84,ACTIVE,3,
1524,61,ACTIVE,,
1524,110,ACTIVE,,19
1525,61,ACTIVE,,
1526,60,ACTIVE,,
1527,61,ACTIVE,,
1527,81,ACTIVE,,4
2154,66,ACTIVE,,
1529,61,ACTIVE,,
1530,61,ACTIVE,,
1531,61,ACTIVE,,
1532,114,ACTIVE,,
1533,61,ACTIVE,,
1533,110,ACTIVE,,19
1534,114,ACTIVE,,
1535,61,ACTIVE,,
1536,61,ACTIVE,1,
1537,81,ACTIVE,,4
1537,61,ACTIVE,,
1538,61,ACTIVE,,
1538,81,ACTIVE,,20
1539,61,ACTIVE,,
1450,101,GRADUATED,,
4609,217,GRADUATED,,
1539,81,ACTIVE,,2
1540,60,ACTIVE,,
1544,60,ACTIVE,,
1545,60,ACTIVE,,
1546,60,ACTIVE,,
1547,60,ACTIVE,,
1551,60,ACTIVE,,
5454,519,ACTIVE,,
1492,101,GRADUATED,,
1492,109,ACTIVE,,
1518,109,ACTIVE,,
1543,108,ACTIVE,,25
1541,108,ACTIVE,,5
1514,108,ACTIVE,,24
1513,108,ACTIVE,,25
1498,108,ACTIVE,,26
1550,112,ACTIVE,,
1548,112,ACTIVE,,
1536,84,GRADUATED,1,
1494,101,GRADUATED,,
1498,101,GRADUATED,,
1513,101,GRADUATED,,
1514,101,GRADUATED,,
1515,101,GRADUATED,,
1517,101,GRADUATED,,
1518,101,GRADUATED,,
1522,101,GRADUATED,,
1789,101,GRADUATED,,
1542,101,GRADUATED,,
1543,101,GRADUATED,,
1548,101,GRADUATED,,
1549,101,GRADUATED,,
1555,61,ACTIVE,,
1555,110,ACTIVE,,8
1556,61,ACTIVE,,
1556,110,ACTIVE,,5
1557,61,ACTIVE,,
1558,60,ACTIVE,,
1559,60,ACTIVE,,
1561,60,ACTIVE,,
4762,217,GRADUATED,2,
1563,60,ACTIVE,,
1564,61,ACTIVE,,
1564,110,ACTIVE,,18
1565,60,ACTIVE,,
1566,60,ACTIVE,,3
1566,98,ACTIVE,,18
1568,60,ACTIVE,,
1569,61,ACTIVE,,
1570,66,ACTIVE,4,
1570,120,ACTIVE,4,
1571,66,ACTIVE,,
1571,120,ACTIVE,,
1572,66,ACTIVE,,
1572,120,ACTIVE,,
1573,66,ACTIVE,,
1573,120,ACTIVE,,
1574,66,ACTIVE,,
1574,120,ACTIVE,,
5325,520,ACTIVE,10,
1576,66,ACTIVE,,
1576,120,ACTIVE,,
1577,66,ACTIVE,,
1577,120,ACTIVE,,
1578,66,ACTIVE,,
1578,120,ACTIVE,,
1579,66,ACTIVE,,
1579,120,ACTIVE,,
1580,66,ACTIVE,,
1580,120,ACTIVE,,
1581,66,ACTIVE,,
1581,120,ACTIVE,,
1582,66,ACTIVE,,
1582,120,ACTIVE,,
1583,66,ACTIVE,,
1585,66,ACTIVE,,
1585,120,ACTIVE,,
1587,66,ACTIVE,,
1587,120,ACTIVE,,
1588,66,ACTIVE,,
1588,120,ACTIVE,,
1589,60,ACTIVE,,
1590,66,ACTIVE,,
1590,120,ACTIVE,,
1592,61,ACTIVE,,
1593,61,ACTIVE,,
1595,61,ACTIVE,,
1595,110,ACTIVE,,18
1596,60,ACTIVE,,
1597,60,ACTIVE,,
1598,60,ACTIVE,,
1600,61,ACTIVE,,
2156,170,GRADUATED,,
1604,60,ACTIVE,,
1605,60,ACTIVE,,
1544,98,GRADUATED,,
1551,98,GRADUATED,,
1554,101,GRADUATED,,
1599,101,GRADUATED,,
1549,112,GRADUATED,,
1583,120,GRADUATED,,
1790,60,ACTIVE,,
1562,101,GRADUATED,,
1567,101,GRADUATED,,
1560,60,ACTIVE,59,
1584,101,GRADUATED,,
1563,98,POSTPONED,,
1554,112,DROPPED,,
1586,101,GRADUATED,,
1594,101,GRADUATED,,
1602,101,GRADUATED,,
1603,101,GRADUATED,1,
2156,66,ACTIVE,,
5007,541,ACTIVE,,
2157,170,ACTIVE,,
5333,520,ACTIVE,12,
2710,185,GRADUATED,,
3516,60,ACTIVE,1,
909,544,ACTIVE,,
2157,66,ACTIVE,,
13,59,GRADUATED,,
2158,170,ACTIVE,,
2158,66,ACTIVE,,
2159,170,ACTIVE,,
1607,57,POSTPONED,,
5216,520,ACTIVE,47,
6773,347,ACTIVE,,
2159,66,ACTIVE,,
1309,101,GRADUATED,,
1016,104,GRADUATED,,
2279,185,GRADUATED,,
1157,104,GRADUATED,,
1074,104,GRADUATED,,
1796,61,ACTIVE,,
1798,61,ACTIVE,,
1799,61,ACTIVE,,
1802,60,ACTIVE,,
1803,60,ACTIVE,,
1804,60,ACTIVE,,
1791,61,ACTIVE,,
1793,60,ACTIVE,,
1794,60,ACTIVE,,
1805,60,ACTIVE,,
1807,60,ACTIVE,,
2160,170,ACTIVE,,
2160,66,ACTIVE,,
1806,60,POSTPONED,,
473,66,ACTIVE,,
2280,185,GRADUATED,,
1808,60,ACTIVE,,
1812,61,ACTIVE,,
1814,60,ACTIVE,,
1815,60,ACTIVE,,3
56,56,,,
2038,180,ACTIVE,,
1795,101,GRADUATED,,
1817,60,ACTIVE,,
1819,61,ACTIVE,,
1821,60,ACTIVE,,
1822,60,ACTIVE,,
1823,61,ACTIVE,,
1824,61,ACTIVE,,
1826,61,ACTIVE,,
1797,101,GRADUATED,,
1813,101,GRADUATED,,
1809,101,GRADUATED,,
1811,101,GRADUATED,,
1816,101,GRADUATED,,
1818,101,GRADUATED,,
1820,101,GRADUATED,,
1827,102,ACTIVE,,
1828,60,ACTIVE,6,
1830,61,ACTIVE,,
5217,520,ACTIVE,21,
1832,61,ACTIVE,,
1833,61,ACTIVE,,
1834,61,ACTIVE,,
1835,61,ACTIVE,,
1851,61,ACTIVE,,
1890,60,ACTIVE,,
1891,60,ACTIVE,,
1892,60,ACTIVE,,
1893,60,ACTIVE,38,
